prime,word_index,kernel_length,full_scalar_identity,full_delta_match,strict_visible_x_power,strict_block_length,has_proper_non_scalar_precursor,has_any_prefix_power_hit,min_proper_prefix_power_hit,min_any_prefix_power_hit,num_proper_prefix_power_hits,num_prefix_power_hits,factor_period_length,source_class,sources,kernel_factor_ids
3,44,24,False,True,False,,True,True,2,2,3,3,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:57|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:41,7 4 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 10 16 12
3,45,24,True,False,False,,True,True,2,2,1,2,24,kernel_db,burau-experiments/src/kernel_db.json,7 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 12
3,46,24,True,False,False,,True,True,2,2,2,3,24,kernel_db,burau-experiments/src/kernel_db.json,7 8 13 8 13 10 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15
3,47,24,False,True,False,,True,True,2,2,1,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:92|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:76,7 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 3 1 1
3,48,24,False,True,False,,True,True,2,2,3,3,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:117|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:101,7 8 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 3
3,49,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,7 10 13 4 13 10 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 5
3,50,24,False,True,False,,False,False,,,0,0,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:22|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:6,7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,51,24,True,False,False,,False,True,,24,0,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:27|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:11|burau-experiments/src/kernel_db.json,7 10 13 4 13 11 13 21 21 10 13 8 16 13 20 13 10 13 4 2 2 13 11 13
3,52,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,7 10 13 8 13 10 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 14
3,53,24,False,True,False,,False,False,,,0,0,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:63|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:47,7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 13
3,54,24,True,False,False,,False,True,,24,0,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:112|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:96|burau-experiments/src/kernel_db.json,7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13 8 2 2 13 20 13
3,55,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,7 10 16 13 4 2 13 11 13 10 13 8 16 13 7 20 13 21 10 13 8 13 20 13
3,56,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,7 10 16 13 4 13 11 13 21 10 13 1 4 13 20 13 10 13 10 13 8 13 20 14
3,57,24,True,False,False,,False,True,,24,0,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:89|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:73|burau-experiments/src/kernel_db.json,7 10 16 13 4 13 20 13 10 2 13 8 16 13 7 11 13 10 13 4 13 21 11 13
3,58,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,7 10 16 13 8 2 13 20 13 10 13 4 16 13 7 11 13 21 10 13 4 13 11 13
3,59,24,True,False,False,,False,True,,24,0,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:31|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:15|burau-experiments/src/kernel_db.json,7 10 16 13 8 13 11 13 10 2 13 4 16 13 7 20 13 10 13 8 13 21 20 13
3,60,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,7 10 16 13 8 13 20 13 21 10 13 6 8 13 11 13 10 13 10 13 4 13 11 5
3,61,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,7 11 13 10 13 4 13 21 11 13 7 10 16 13 4 13 20 13 10 2 13 8 16 13
3,62,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 10 13 20 13 20 16 12 8 13
3,63,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,7 11 13 21 10 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13
3,64,24,True,False,False,,False,True,,24,0,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:98|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:82|burau-experiments/src/kernel_db.json,7 11 16 3 4 13 20 13 10 13 10 13 4 13 11 22 13 10 2 13 8 13 11 13
3,65,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 10 13 11 13 11 16 3 4 13
3,66,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,7 20 13 10 13 8 13 21 20 13 7 10 16 13 8 13 11 13 10 2 13 4 16 13
3,67,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,7 20 13 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13
3,68,24,True,False,False,,False,True,,24,0,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:120|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:104|burau-experiments/src/kernel_db.json,7 20 16 12 8 13 11 13 10 13 10 13 8 13 20 17 13 10 2 13 4 13 20 13
3,69,24,True,False,False,,True,True,19,19,1,2,24,kernel_db,burau-experiments/src/kernel_db.json,8 2 2 13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13
3,70,24,True,False,True,8,True,True,8,8,3,4,8,kernel_db,burau-experiments/src/kernel_db.json,8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6
3,71,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,8 2 13 20 13 10 13 4 16 13 7 11 13 21 10 13 4 13 11 13 7 10 16 13
3,72,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,8 2 13 20 17 13 10 13 4 13 10 13 20 13 20 16 12 8 13 7 11 13 10 13
3,73,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,8 13 10 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13
3,74,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,8 13 11 13 7 11 16 3 4 13 20 13 10 13 10 13 4 13 11 22 13 10 2 13
3,75,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,8 13 11 13 10 2 13 4 16 13 7 20 13 10 13 8 13 21 20 13 7 10 16 13
3,76,24,True,False,False,,False,True,,24,0,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:85|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:69|burau-experiments/src/kernel_db.json,8 13 11 13 10 16 13 4 13 21 21 20 13 10 13 8 13 7 20 13 10 2 2 13
3,77,24,False,True,False,,False,False,,,0,0,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:62|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:46,8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 13 1 1 1
3,78,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,8 13 20 17 13 10 2 13 4 13 20 13 7 20 16 12 8 13 11 13 10 13 10 13
3,79,24,True,False,True,8,True,True,8,8,2,3,8,kernel_db,burau-experiments/src/kernel_db.json,8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13
3,80,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,8 13 21 21 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13
3,81,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,8 16 13 7 11 13 10 13 4 13 21 11 13 7 10 16 13 4 13 20 13 10 2 13
3,82,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,8 16 13 11 19 7 4 13 4 13 10 13 11 13 10 13 6 8 13 21 20 13 10 13
3,83,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,8 16 13 20 13 10 13 4 2 2 13 11 13 7 10 13 4 13 11 13 21 21 10 13
3,84,24,False,True,False,,False,False,,,0,0,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:103|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:87,8 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 13 1
3,85,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,9 4 13 20 13 10 13 10 13 4 13 11 22 13 10 2 13 8 13 11 13 7 10 16
3,86,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,10 2 2 13 4 13 20 13 10 16 13 8 13 21 21 11 13 10 13 4 13 7 11 13
3,87,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,10 2 2 13 8 13 11 13 10 16 13 4 13 21 21 20 13 10 13 8 13 7 20 13
3,88,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,10 2 2 13 11 13 7 10 13 4 13 11 13 21 21 10 13 8 16 13 20 13 10 3
3,89,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,10 2 2 13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 12
3,90,24,True,False,True,8,True,True,8,8,2,3,8,kernel_db,burau-experiments/src/kernel_db.json,10 2 13 1 4 13 20 13 10 2 13 1 4 13 20 13 10 2 13 1 4 13 20 13
3,91,24,True,False,True,8,True,True,8,8,2,3,8,kernel_db,burau-experiments/src/kernel_db.json,10 2 13 6 8 13 11 13 10 2 13 6 8 13 11 13 10 2 13 6 8 13 11 13
3,92,24,True,False,False,,False,True,,24,0,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:58|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:42|burau-experiments/src/kernel_db.json,10 2 13 11 13 10 13 8 16 13 7 20 13 21 10 13 8 13 20 13 7 10 16 3
3,93,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,10 2 13 11 22 13 10 13 8 13 10 13 11 13 11 16 3 4 13 7 20 13 10 3
3,94,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,10 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 3 1
3,95,24,True,False,False,,False,True,,24,0,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:95|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:79|burau-experiments/src/kernel_db.json,10 2 13 20 13 10 13 4 16 13 7 11 13 21 10 13 4 13 11 13 7 10 16 12
3,96,24,True,False,True,8,True,True,8,8,2,3,8,kernel_db,burau-experiments/src/kernel_db.json,10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13
3,97,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,10 13 1 4 13 20 13 10 13 10 13 8 13 20 15 7 8 16 13 4 13 11 13 21
3,98,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 10 13 20 13
3,99,24,True,False,False,,True,True,3,3,1,2,24,kernel_db,burau-experiments/src/kernel_db.json,10 13 4 2 13 11 22 13 10 13 8 13 10 13 11 13 11 16 3 4 13 7 20 13
3,100,24,True,False,False,,True,True,3,3,1,2,24,kernel_db,burau-experiments/src/kernel_db.json,10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 21 11 13
3,101,24,True,False,False,,True,True,3,3,1,2,24,kernel_db,burau-experiments/src/kernel_db.json,10 13 4 13 10 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 1
3,102,24,True,False,False,,True,True,3,3,1,2,24,kernel_db,burau-experiments/src/kernel_db.json,10 13 4 13 11 13 21 21 10 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7
3,103,24,True,False,False,,True,True,3,3,2,3,24,kernel_db,burau-experiments/src/kernel_db.json,10 13 4 13 11 19 7 4 16 13 8 13 20 13 21 10 13 6 8 13 11 13 10 13
3,104,24,True,False,False,,True,True,3,3,2,3,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:131|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:115|burau-experiments/src/kernel_db.json,10 13 4 13 11 22 13 10 2 13 8 13 11 13 7 11 16 3 4 13 20 13 10 13
3,105,24,True,False,True,8,True,True,3,3,3,4,8,kernel_db,burau-experiments/src/kernel_db.json,10 13 4 13 11 22 13 21 10 13 4 13 11 22 13 21 10 13 4 13 11 22 13 21
3,106,24,True,False,False,,True,True,3,3,1,2,24,kernel_db,burau-experiments/src/kernel_db.json,10 13 4 13 21 11 13 7 10 16 13 4 13 20 13 10 2 13 8 16 13 7 11 13
3,107,24,True,False,True,8,True,True,3,3,4,5,8,kernel_db,burau-experiments/src/kernel_db.json,10 13 4 13 21 20 17 13 10 13 4 13 21 20 17 13 10 13 4 13 21 20 17 13
3,108,24,True,False,False,,True,True,3,3,1,2,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:111|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:95|burau-experiments/src/kernel_db.json,10 13 4 16 13 11 13 10 13 8 2 2 13 20 13 7 10 13 8 13 20 13 21 21
3,109,24,True,False,True,8,True,True,8,8,2,3,8,kernel_db,burau-experiments/src/kernel_db.json,10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13
3,110,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,10 13 6 8 13 11 13 10 13 10 13 4 13 11 19 7 4 16 13 8 13 20 13 21
3,111,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 10 13 11 13
3,112,24,True,False,False,,False,True,,24,0,1,24,kernel_db,burau-experiments/src/kernel_db.json,10 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 10 13 11 13 10 13 9
3,113,24,True,False,False,,True,True,3,3,1,2,24,kernel_db,burau-experiments/src/kernel_db.json,10 13 8 2 13 20 17 13 10 13 4 13 10 13 20 13 20 16 12 8 13 7 11 13
3,114,24,True,False,False,,True,True,3,3,1,2,24,kernel_db,burau-experiments/src/kernel_db.json,10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 21 20 13
